Year,pdf_name,Aggregated_Context,Hit_Count,Auto_Priority_Score,KEEP(1)_or_EXCLUDE(0)
2016,nime2016_Nash.pdf,"...The ‘E’ in QWERTY:  Musical Expression with Old Computer [INTERFACES] Chris Nash  Department of Computer Science and Creative Tech... 

 ...rise, such questions can reveal factors in the design of new [INTERFACES] for musical expression that facilitate (or inhibit) wider ad... 

 ...timized for productivity, demonstrates the potential for new [INTERFACES] for expression in the non-realtime and “offline” modes of no... 

 ...s, trackers, DAWs, and score editors; focusing on expressive [INTERFACES] for composition (plus arrangement and transcription), rather... 

 ...s such as those exposed by the SeaBoard [6] or TouchKeys [7] [INTERFACES] . At the same time, an alternative interaction style is poss... 

 ... principle objectives of this research is to explore unified [INTERFACES] for computer music that help maintain focus and workflow in ... 

 ...elman. The ’E’ in NIME: Musical Expression with New Computer [INTERFACES] . In Proceedings of NIME’06 (Paris, France, June 4-8), 2006.... 

 ...amb and A. Robertson. Seaboard: a new piano keyboard-related [INTERFACE] combining discrete and continuous control. In Proc. of NIME’...",105,374.8720085748008,1
2012,nime2012_Brent.pdf,"...sition sensing. In Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression, 2010. [7] R. Moog and T. Rhea. Evolu... 

 ...on, 2010. [7] R. Moog and T. Rhea. Evolution of the keyboard [INTERFACE] : The bosendorfer 290 SE recording piano and the Moog multip... 

 .... In Proceedings of the 2002 International Conference on New [INTERFACES] for Musical Expression, 2002. [9] J. Oliver. The MANO contro... 

 ...37–41, 1996. [11] D. Rokeby. The construction of experience: [INTERFACE] as context. In Digital Illusion: Entertaining the Future wit... 

 ...y foci. Several projects have concentrated on developing the [KEYBOARD] itself [7][8][4]. In [1], an easily mounted sensor capable o... 

 ...[2], which was controlled with great precision via the piano [KEYBOARD] in [6]. With respect to the valuable extensions to acoustic ... 

 ....g., position, angle, and velocity of the two arms above the [KEYBOARD] during play) is generally not exploited as a source of contr... 

 ... the positions and angles of the forearms in relation to the [KEYBOARD] . This informa- tion can be obtained by following a minimum ...",51,358.6961163888341,1
2016,nime2016_Greenhill.pdf,"...Stewart Greenhill stewart.greenhill@gmail.com Cathie Travers [ACCORDION] @cathietravers.com ABSTRACT We present Focal, an eye-trackin... 

 ...TRODUCTION This work focuses on electronic processing of the [ACCORDION] , but the principles apply to any instrument. Electronic ef-... 

 ...ively control these parameters during performance. The piano [ACCORDION] has a three octave treble keyboard which is played with the ... 

 ...er switches above the treble and bass keyboards. Playing the [ACCORDION] occupies both hands so additional articulation usually invol... 

 ... pedals. Due to the shape and position of the instrument the [ACCORDIONIST] often cannot see Licensed under a Creative Commons Attributi... 

 ...making it diﬃcult to control more than one or two pedals. An [ACCORDION] can weigh 10-15kg, so an added challenge is to maintain post... 

 ... Expression pedal from an Excelsior Digisyzer (c1980) hybrid [ACCORDION] showing dual toe-switches. 2 shows a pedalboard which includ... 

 .... EV ALUATION Our system is under evaluation by professional [ACCORDION] - ist and composer Cathie Travers ( http://cathietravers. co...",48,353.8265749069673,0
2014,nime2014_avanzandt.pdf,"...a machine Proceedings of the International Conference on New [INTERFACES] for Musical Expression 167 learning based classiﬁcation algo... 

 ...ice and the performance. GESTURE INPUT GVF PIANO  AUDIO USER [INTERFACE] AUDIO PROCESSING TEMPLATE  GESTURES PROCESSED  AUDIO Figure ... 

 ... gestures Proceedings of the International Conference on New [INTERFACES] for Musical Expression 168 and therefore began by using 3-di... 

 ...llowing Phase 4.3 Feedback and Audio Processing 4.3.1 Visual [INTERFACE] The visual interface is primarily used for practice and de- ... 

 ...dback and Audio Processing 4.3.1 Visual Interface The visual [INTERFACE] is primarily used for practice and de- bugging. It displays ... 

 ...perform on the piano without any interaction with the visual [INTERFACE] . 4.3.2 Audio Processing These variations are mapped to soun... 

 ...he system Proceedings of the International Conference on New [INTERFACES] for Musical Expression 169 in the hope that it could help ac... 

 ...magine an artistic installation that extends the MirrorFugue [INTERFACE] , which Xiao et al. developed “to conjure the recorded perfo...",52,347.0273956029151,1
2008,nime2008_Takegawa.pdf,"...n many kinds of keyboards today (ex. piano, choir organ, and [ACCORDION] ). Moreover, there are many kinds of musical forms in classi... 

 ... UnitKeyboard. Keywords Portable keyboard instruments, block [INTERFACE] , Automatic settings 1. INTRODUCTION Musical keyboard instru... 

 ...Assignments of the Proceedings of the 2008 Conference on New [INTERFACES] for Musical Expression (NIME08), Genova, Italy 289 Sound Gen... 

 ...llowing functions. Proceedings of the 2008 Conference on New [INTERFACES] for Musical Expression (NIME08), Genova, Italy 290 Connector... 

 ...ages and disadvan- Proceedings of the 2008 Conference on New [INTERFACES] for Musical Expression (NIME08), Genova, Italy 291 Figure 6:... 

 ...ram- ming with combined blocks[3]. Moreover, there are block [INTERFACE] equipped input/output devices[4]. These targets were not mus... 

 ... Gorbet, G. M., Orth, M. and Ishii, H.: “Triangles: Tangible [INTERFACE] for Manipulation and Exploration of Digital Information Topo... 

 ...g a Flexible, Multimodal, Three-Dimensional Spatial Tangible [INTERFACE] ”, In Proceedings of ACE 2004, pp. 173–180, 2004. [5] Henry,...",47,343.9953470623637,1
2010,nime2010_Hadjakos.pdf,"...sed for chord playing. This technique is appropriate for the [HARPSICHORD] , which is a predecessor to the piano and has a very light t... 

 ...generated sound is mainly predetermined by the action of the [HARPSICHORD] and can only minimally be changed with force. However, an ap... 

 ...chnique remained nearly unchanged during the transition from [HARPSICHORD] to piano. The so-called ﬁnger school had a culmination in th... 

 ...ces to record key, Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 335 Ta... 

 ...he method is based Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 336 t ... 

 ...h pronation. Since Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 337 Ta... 

 ...r & Co., 1929. [17] C. Peiper, D. Warden, and G. Garnett. An [INTERFACE] for real-time classiﬁcation of articulations produced by vio... 

 ...thesis, MIT, 2007. Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression (NIME 2010), Sydney, Australia 338...",41,331.5174722345106,1
2017,nime2017_sglickman.pdf,"...rrors and provides user guidance to correct mistakes. A MIDI [INTERFACE] is used for such detection. The project established the  fou... 

 ...nyi 2005) [7] and Piano AR (Huang 2011) [8] and uses  a MIDI [INTERFACE] and an optical marker for tracking the position  of the real... 

 ...ano key should be triggered  automatically.  3.2 Visual User [INTERFACE] (UI) Design: Mirror  Key Overlays      Figure 2:  Different ... 

 ..., audio clip  playback, etc.) and provides a gra phical user [INTERFACE] (GUI) editor for non-technical designers to build and  itera... 

 ... Display’, Proceedings of the Fourteenth Austr alasian  User [INTERFACE] Conference (AUIC), 2013  [5] R. T. Azuma, ‘A survey of Augme... 

 ...Music Everywhere – Augmented Reality [PIANO] Improvisation Learning System      Shantanu Das, Seth Glickm... 

 ...the design and impleme ntation of an  augmented reality (AR) [PIANO] learning tool that uses a  Microsoft HoloLens and a MIDI -ov... 

 ...rosoft HoloLens and a MIDI -over-Bluetooth-enabled  electric [PIANO] . The tool presents a unique visual interfa ce—a  “mirror ke...",29,293.84182358031865,1
2003,nime2003_Nishimoto.pdf,"...Proceedings of the 2003 Conference on New [INTERFACES] for Musical Expression (NIME-03), Montreal, Canada NIME03-16... 

 ...y and recognizable Proceedings of the 2003 Conference on New [INTERFACES] for Musical Expression (NIME-03), Montreal, Canada NIME03-16... 

 ...sary degree of freedom in operation and specialization of an [INTERFACE] depending on the piece to be performed. 2.2.1 Redu ction of ... 

 ...s novices could receive some benefit. 2.2.2 Sp ecializing an [INTERFACE] for pieces The layout of notes on the interface of a convent... 

 ...cializing an interface for pieces The layout of notes on the [INTERFACE] of a conventional musical instrument is based on the pitch o... 

 ... certain pitch is always mapped on a certain position of the [INTERFACE] . For example, a C4 note is always mapped on the 24th white ... 

 ..., consistent and definite criterion for mapping notes on the [INTERFACE] for the performer to precisely project images in his/her min... 

 ..., only the necessary p itches should always be mapped on the [INTERFACE] , and the mapped notes should dynamically change as the perf...",65,286.4534919581955,1
2012,nime2012_Yang.pdf,"... sensing and top-down projec- tion for visual feedback. This [INTERFACE] provides multi-axial gesture controls to enable continuous a... 

 ...ete pitch and note volume controls, and has been part of the [INTERFACE] of most digital synthesizer or sampler instruments. However ... 

 ...and easy-to-learn pitch control, over a purely gesture-based [INTERFACE] . Works on augmenting the piano keyboard have installed sens... 

 ...sition sensing. In Proceedings of the 2010 Conference on New [INTERFACES] for Musical Expression, Sydney, Australia, 2010. [3] G. Odow... 

 .... Sensor Fusion: Towards a Fully Expressive 3D Music Control [INTERFACE] . In IEEE Paciﬁc Rim Conference on Communications, Computers... 

 ...8109-2121 gessl@eecs.umich.edu ABSTRACT We augment the piano [KEYBOARD] with a 3D gesture space using Microsoft Kinect for sensing a... 

 ...sture, tabletop projection 1. INTRODUCTION Traditional piano [KEYBOARD] excels at discrete pitch and note volume controls, and has b... 

 ... great range of articulation after sounding each note, piano [KEYBOARD] provides limited articulations, other than deciding when to ...",40,279.2743661044747,1
2018,nime2018_Granger.pdf,"...Evaluating an LED-based [INTERFACE] for Lumanote Composition Creation Tool James Granger, Mateo ... 

 ...ing to map the note sugges- tions displayed on the on-screen [INTERFACE] to the physical keyboard they were playing on. This paper pr... 

 ...eness of the new LED-based system with the existing computer [INTERFACE] , ﬁnding that the vast majority of users preferred the LED s... 

 ...ing comparable quality between compositions that used either [INTERFACE] . Author Keywords music composition, music teaching and impr... 

 ...ic teaching and improvisation tools, real-time adaptive user [INTERFACES] , light-based feedback sys- tems CCS Concepts •Human-centere... 

 ... 2018, Blacksburg, Virginia, USA. Figure 1: The Lumanote LED [INTERFACE] under dim lighting conditions. 1. INTRODUCTION The creation ... 

 ...ser study showed us a begin- ner’s diﬃculty with mapping the [INTERFACE] suggestions with the keys of the MIDI keyboard that they use... 

 ...hat they used. This mo- tivated the creation of an LED-based [INTERFACE] , designed to be directly attached to the keyboard itself, a...",124,275.16983923743425,1
2015,nime2015_makbari.pdf,"...t a deaf musician does. All musical keyboards such as piano, [HARPSICHORD] , elec- tronic organs, etc. can be used with our software. E... 

 ...tation such as a music score or a Musical Instrument Digital [INTERFACE] (MIDI) ﬁle us- ing a computer. The main input is usually aud... 

 ...ludes 313 Proceedings of the International Conference on New [INTERFACES] for Musical Expression, Baton Rouge, LA, USA, May 31-June 3,... 

 ...2008. 314 Proceedings of the International Conference on New [INTERFACES] for Musical Expression, Baton Rouge, LA, USA, May 31-June 3,... 

 ...ideo performance captured by a camera mounted over the piano [KEYBOARD] . claVision can be used as a transcription tool, but it also... 

 ... of piano music. A camera is located at the top of the piano [KEYBOARD] to capture the video of a performance. The Permission to mak... 

 ...eys. claVision mimics what a deaf musician does. All musical [KEYBOARDS] such as piano, harpsichord, elec- tronic organs, etc. can be... 

 ...can be used with our software. Even if only a portion of the [KEYBOARD] is captured by the camera, claVision still transcribes music...",34,270.55599333254213,1
